class_name,labeler,creative_id,image_url,label_meta,label
문제_해결,sj,468536,https://xpert-creative-prod.s3.ap-northeast-2.amazonaws.com/images/9888/1ffd/81bac16b7c8f020a5bc06f262eab0d47/23850573194550228_f42b7bddab7d4156c4d6c123535d9514.jpg,TN,FALSE
문제_해결,sj,766624,https://xpert-creative-prod.s3.ap-northeast-2.amazonaws.com/images/8c49/0007/b5fa1848fd3b02d32afbd386b15d6686/23849827079790381_29d56161307a316557b827ec092971d8_1.jpg,TN,FALSE
문제_해결,sj,797457,https://xpert-creative-prod.s3.ap-northeast-2.amazonaws.com/images/9077/0fff/bc4df2a537c148a844d775d8056c021e/120222684087730624_4c19e26a0ba5594414c1fd378117791a.jpg,TN,FALSE
문제_해결,sj,427351,https://xpert-creative-prod.s3.ap-northeast-2.amazonaws.com/images/92c4/12e7/92c4e6770989d5bb9dab3215d26412c476e5e9186c5b6dc22db8cdabc52312e7/23854861449230161_51e3ff1aeeae45ba7b89b848307abce3.jpg,TN,FALSE
문제_해결,sj,623674,https://xpert-creative-prod.s3.ap-northeast-2.amazonaws.com/images/81c0/fffd/4a1541ea26146a2fa0fb5770c2e71dff/6625481969948_899501efff4e9af46bf68f2d7ecace25.jpg,TN,FALSE
문제_해결,sj,585174,https://xpert-creative-prod.s3.ap-northeast-2.amazonaws.com/images/9691/1ffd/14e99a048f26279a207a6f56cbac49ef/120212647719520624_fcf9018002fa8dfcafe0099a209198e4.jpg,TN,FALSE
문제_해결,sj,435923,https://xpert-creative-prod.s3.ap-northeast-2.amazonaws.com/images/9211/2f86/9211ef2d68ad18d6696fc4e5cdd8d838360ec71927e6c84b31e43ccf92592f86/23849669011090026_cd28a16e2beb400c107289fb2bebe624.jpg,TN,FALSE
문제_해결,sj,885957,https://xpert-creative-prod.s3.ap-northeast-2.amazonaws.com/images/95fa/0001/0570155e5ee28a962b11f5cda630a2fe/120227996507500037_1317305b62ba6f6ff506474be95e4484_1.jpg,TN,FALSE
문제_해결,sj,697556,https://xpert-creative-prod.s3.ap-northeast-2.amazonaws.com/images/8f19/07fd/a9b814ce23a271eebafda2219b9a39b4/120212514987120656_3cb70caa5ffbf29aaa7b64c999a938cc.jpg,TN,FALSE
문제_해결,sj,730117,https://xpert-creative-prod.s3.ap-northeast-2.amazonaws.com/images/0000/0044/8bf205fef6b05175ac96e451bc2c2715/1739205005116044.jpg,TN,FALSE
문제_해결,sj,945001,https://xpert-creative-prod.s3.ap-northeast-2.amazonaws.com/images/9413/0fff/6d1404341ee806d3137aab253672435e/120233108973270738_1adb80eb35a33d621abbee941617fbf3_1.jpg,TN,FALSE
문제_해결,sj,1069862,https://xpert-creative-prod.s3.ap-northeast-2.amazonaws.com/images/931f/1ff8/d2db08b27dd609705561342065e3df40/120208582197560187_089ee4633d2a80a545ea159be536888e.jpg,TN,FALSE
문제_해결,sj,1070979,https://xpert-creative-prod.s3.ap-northeast-2.amazonaws.com/images/904c/7fc7/786e8b919ec224c0be221bf53bfc9858/120212659762070187_586021f629f63b72859f6ca4572ad4db.jpg,TN,FALSE
문제_해결,sj,974126,https://xpert-creative-prod.s3.ap-northeast-2.amazonaws.com/images/94ba/7fff/9e34a9914dd578e0d90ffdf9704319b4/120240611027600110_c8fd1735b0c8aa5758a90e8196d46dc9.jpg,TN,FALSE
문제_해결,sj,477931,https://xpert-creative-prod.s3.ap-northeast-2.amazonaws.com/images/8785/0fff/b58bfbfdc6f63f901444d806bc6199c0/682104655199_113915249376.jpg,TN,FALSE
문제_해결,sj,432844,https://xpert-creative-prod.s3.ap-northeast-2.amazonaws.com/images/913a/83d8/913a52b54fa1856b7a718fc038a59c963cc66ba5e1787a739e523b1cc78c83d8/120201864533190095_1.jpg,TN,FALSE
문제_해결,sj,468455,https://xpert-creative-prod.s3.ap-northeast-2.amazonaws.com/images/8e73/3fff/b20331013cb93bcc0569a8328485690a/23847578383170228_458507ccf864c3e0f8940f93ddeaf139.jpg,TN,FALSE
문제_해결,sj,464278,https://xpert-creative-prod.s3.ap-northeast-2.amazonaws.com/images/9019/03ff/d9f126b9d7cb6092a2ca6be3f1350884/23849663863850216_584c73be49911b0dde50c241d242cf39.jpg,TN,FALSE
문제_해결,sj,847471,https://xpert-creative-prod.s3.ap-northeast-2.amazonaws.com/images/8b98/01fe/0e42bfdf3c54b67a6144bde257fdce96/6821533876368_f7ca838f9a7b9ab2f0f6a0fe9bdf4fb2_1.jpg,TN,FALSE
문제_해결,sj,942623,https://xpert-creative-prod.s3.ap-northeast-2.amazonaws.com/images/8641/3fff/07c6ad538328219a1a7fb7484779abd1/120233921661680217_2462e4ea311514f8f3e865fc995e9a02.jpg,TN,FALSE
문제_해결,sj,874904,https://xpert-creative-prod.s3.ap-northeast-2.amazonaws.com/images/9136/fffe/723dc5994051c832e11eb7ab87c9c163/1837259402487890_ad-site-i18n-sg/202507105d0d9807f7aaf11c451eb487.png,TN,FALSE
문제_해결,sj,419545,https://xpert-creative-prod.s3.ap-northeast-2.amazonaws.com/images/8f61/ea09/8f61f06fa780e4bef3c67c1e5b711a4d28f2b004c6d8d7826d2d3d71d2a2ea09/23852233062600186_d8c7174852e3ac358ce9ba387e57e2b2.jpg,TN,FALSE
문제_해결,sj,420209,https://xpert-creative-prod.s3.ap-northeast-2.amazonaws.com/images/83c5/64d2/83c5283e7c1ad3e18f7f6c1ef5e13216cf1fcd6830b49387ce789c2c88a164d2/23852888348760228_4d8a7856ce5b4187b884fdcebe4ec7d4.jpg,TN,FALSE
문제_해결,sj,1068639,https://xpert-creative-prod.s3.ap-northeast-2.amazonaws.com/images/8aee/07fc/dfb25b5e8b2ec8f90e95f298ee8a11a7/680349196718_144175769227.jpg,TN,FALSE
문제_해결,sj,491631,https://xpert-creative-prod.s3.ap-northeast-2.amazonaws.com/images/895a/3ffe/560b997b13ee97561cbb3b1bfa4277af/24342748_9031684.jpg,TN,FALSE
문제_해결,sj,467376,https://xpert-creative-prod.s3.ap-northeast-2.amazonaws.com/images/93d1/1ffd/8d87a53bdf14ac33c6180e183539e8f8/23847904163110228_523c91788de900d0db37eeb0d85faeae.jpg,TN,FALSE
문제_해결,sj,849010,https://xpert-creative-prod.s3.ap-northeast-2.amazonaws.com/images/9492/fff0/91e1ab06248209bd538f881fd6690ba0/28366053_1.png,TN,FALSE
